dataset_id,persistentUrl,publicationdate,title,subject,keywordValue,keywordVocabulary,keywordVocabularyURI
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,CLIMATE CHANGE,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1666
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,CLIMATE CHANGE,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1666
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,CLIMATE CHANGE ADAPTATION,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1374567058134
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,CLIMATE CHANGE ADAPTATION,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1374567058134
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,CLIMATE CHANGE MITIGATION,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1374571087594
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,CLIMATE CHANGE MITIGATION,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1374571087594
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,climate change knowledge,,http://aims.fao.org/aos/agrovoc/c_1666
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,climate change knowledge,,http://aims.fao.org/aos/agrovoc/c_1666
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,ENVIRONMENTAL BEHAVIOR,AGROVOC,http://aims.fao.org/aos/agrovoc/c_28836
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,ENVIRONMENTAL BEHAVIOR,AGROVOC,http://aims.fao.org/aos/agrovoc/c_28836
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,COLOMBIA,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1767
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,COLOMBIA,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1767
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,NICARAGUA,AGROVOC,http://aims.fao.org/aos/agrovoc/c_5171
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,NICARAGUA,AGROVOC,http://aims.fao.org/aos/agrovoc/c_5171
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,Forages,Research SubLever,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,Forages,Research SubLever,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,AGROBIODIVERSITY,Research Lever,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,AGROBIODIVERSITY,Research Lever,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,LATIN AMERICA AND THE CARIBBEAN,Research Region,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,LATIN AMERICA AND THE CARIBBEAN,Research Region,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,CGIAR Research Program on Livestock,CGIAR Research Program,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,CGIAR Research Program on Livestock,CGIAR Research Program,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Agricultural Sciences,Crops for Nutrition and Health,Research Lever,
3248318,https://doi.org/10.7910/DVN/DAYUIL,2021-03-11,Environmental Awareness and Attitudes among Students: Survey Evidence from Colombia and Nicaragua,Earth and Environmental Sciences,Crops for Nutrition and Health,Research Lever,
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,Agricultural Sciences,Sustainability,AGROVOC,http://aims.fao.org/aos/agrovoc/c_33560
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,Earth and Environmental Sciences,Sustainability,AGROVOC,http://aims.fao.org/aos/agrovoc/c_33560
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,"Medicine, Health and Life Sciences",Sustainability,AGROVOC,http://aims.fao.org/aos/agrovoc/c_33560
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,Agricultural Sciences,Food systems,AGROVOC,http://aims.fao.org/aos/agrovoc/c_bea5db85
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,Earth and Environmental Sciences,Food systems,AGROVOC,http://aims.fao.org/aos/agrovoc/c_bea5db85
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,"Medicine, Health and Life Sciences",Food systems,AGROVOC,http://aims.fao.org/aos/agrovoc/c_bea5db85
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,Agricultural Sciences,Climate Action,Research Lever,
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,Earth and Environmental Sciences,Climate Action,Research Lever,
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,"Medicine, Health and Life Sciences",Climate Action,Research Lever,
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,Agricultural Sciences,Latin America and the Caribbean,Research Region,
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,Earth and Environmental Sciences,Latin America and the Caribbean,Research Region,
3370499,https://doi.org/10.7910/DVN/GYEG59,2019-02-21,Sustainable food systems global index,"Medicine, Health and Life Sciences",Latin America and the Caribbean,Research Region,
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Agricultural Sciences,Biomass,AGROVOC,http://aims.fao.org/aos/agrovoc/c_926
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Earth and Environmental Sciences,Biomass,AGROVOC,http://aims.fao.org/aos/agrovoc/c_926
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Agricultural Sciences,Forage,AGROVOC,http://aims.fao.org/aos/agrovoc/c_36108
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Earth and Environmental Sciences,Forage,AGROVOC,http://aims.fao.org/aos/agrovoc/c_36108
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Agricultural Sciences,Feed grasses,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2832
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Earth and Environmental Sciences,Feed grasses,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2832
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Agricultural Sciences,Feed crops,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2829
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Earth and Environmental Sciences,Feed crops,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2829
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Agricultural Sciences,Africa,Research Region,
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Earth and Environmental Sciences,Africa,Research Region,
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Agricultural Sciences,Multifunctional Landscapes,Research Lever,
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Earth and Environmental Sciences,Multifunctional Landscapes,Research Lever,
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Agricultural Sciences,Crops for Nutrition and Health,Research Lever,
3674504,https://doi.org/10.7910/DVN/UKJCFT,2020-01-30,"Dry matter production mean, dry matter production coefficient of variation, proportion of dry matter from crops",Earth and Environmental Sciences,Crops for Nutrition and Health,Research Lever,
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Market access,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1312459073954
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Market access,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1312459073954
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Farm inputs,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2798
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Farm inputs,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2798
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Livestock,AGROVOC,http://aims.fao.org/aos/agrovoc/c_4397
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Livestock,AGROVOC,http://aims.fao.org/aos/agrovoc/c_4397
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Water,AGROVOC,http://aims.fao.org/aos/agrovoc/c_8309
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Water,AGROVOC,http://aims.fao.org/aos/agrovoc/c_8309
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Finance,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2901
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Finance,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2901
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Value chain,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2cbe5456
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Value chain,AGROVOC,http://aims.fao.org/aos/agrovoc/c_2cbe5456
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Africa,Research Region,
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Africa,Research Region,
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Multifunctional Landscapes,Research Lever,
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Multifunctional Landscapes,Research Lever,
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Agricultural Sciences,Crops for Nutrition and Health,Research Lever,
3674508,https://doi.org/10.7910/DVN/THAQQ7,2020-01-30,"Travel time to livestock markets,dairy markets, input suppliers, livestock service providers, financial credit providers, and water bodies",Earth and Environmental Sciences,Crops for Nutrition and Health,Research Lever,
3675128,https://doi.org/10.7910/DVN/KPVH8Q,2020-02-02,Pig production in Uganda - adapting to climate change,Agricultural Sciences,Rectal temperature,AGROVOC,http://aims.fao.org/aos/agrovoc/c_13770
3675128,https://doi.org/10.7910/DVN/KPVH8Q,2020-02-02,Pig production in Uganda - adapting to climate change,Earth and Environmental Sciences,Rectal temperature,AGROVOC,http://aims.fao.org/aos/agrovoc/c_13770
3675128,https://doi.org/10.7910/DVN/KPVH8Q,2020-02-02,Pig production in Uganda - adapting to climate change,Social Sciences,Rectal temperature,AGROVOC,http://aims.fao.org/aos/agrovoc/c_13770
3675128,https://doi.org/10.7910/DVN/KPVH8Q,2020-02-02,Pig production in Uganda - adapting to climate change,Agricultural Sciences,Climate change adaptation,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1374567058134
3675128,https://doi.org/10.7910/DVN/KPVH8Q,2020-02-02,Pig production in Uganda - adapting to climate change,Earth and Environmental Sciences,Climate change adaptation,AGROVOC,http://aims.fao.org/aos/agrovoc/c_1374567058134
